,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
334156,334156,a48741,b435,Happy Grill Mexican Restaurant,Madison,53704,17,43.102869,-89.3457212,3,2810 E Washington Ave$*$ Ste A,0,Lvg2y48cv7xFUJBqoUXmvw,Lao Laan Xang Restaurant,Madison,53704,243,43.0928,-89.352,4.2,2098 Atwood Ave$*$ Madison$*$ WI 53704,17502330,0,0
334782,334782,a62702,b448,Smoky Jon's No 1 B-B-Q,Madison,53704,177,43.123698,-89.355581,4,2310 Packers Ave,0,UFyzcr1y2r3y-e_tNpA9VA,Smoky Jon's #1 BBQ,Madison,53704,262,43.123226,-89.355359,4.1,2310 Packers Ave$*$ Madison$*$ WI 53704,17503341,0,1
336528,336528,a99320,b473,Murphy's Bar and Restaurant,Madison,53704,20,43.149324,-89.399159,4,5344 Hwy 113,0,s44Pr0mXmAtxiRqz_m9CPA,Takumi Japanese Restaurant,Madison,53704,194,43.1246,-89.3102,4,4222 E Towne Blvd$*$ Madison$*$ WI 53704,17502689,0,0
336559,336559,a99652,b450,The Green Owl,Madison,53704,201,43.0922989,-89.355528,4,1970 Atwood Ave,0,aUrOyWFKxKeVXiFzwbTXSA,The Green Owl Cafe,Madison,53704,239,43.092247,-89.35551,4.1,1970 Atwood Ave$*$ Madison$*$ WI 53704,17503468,0,1
336891,336891,a114078,b421,Cafe La Bellitalia,Madison,53704,83,43.11131426,-89.36401758,4,1026 N Sherman Ave,0,oglIZt5mg2nErhpTH_AakQ,Cafe La Bellitalia,Madison,53704,348,43.1102,-89.364,4.3,1026 N Sherman Ave$*$ Madison$*$ WI 53704,17502040,0,1
337196,337196,a121867,b452,Eagle Crest Bar,Madison,53704,17,43.10702775,-89.28734461,3.5,3710 County Rd T,0,lMeWUHAkBUXwcuX1tGTdtw,Manna Cafe & Bakery,Madison,53704,217,43.1086,-89.3637,4.1,611 N Sherman Ave$*$ Madison$*$ WI 53704,17502368,0,0
337208,337208,a122299,b452,Daisy Cafe & Cupcakery,Madison,53704,215,43.0936724,-89.3426022,4,2827 Atwood Ave,0,rnx0KHHTD9Yvr2BWAWwQ4g,Manna Cafe & Bakery,Madison,53704,217,43.1086,-89.3637,4.1,611 N Sherman Ave$*$ Madison$*$ WI 53704,17502368,0,0
337209,337209,a122299,b463,Daisy Cafe & Cupcakery,Madison,53704,215,43.0936724,-89.3426022,4,2827 Atwood Ave,0,rnx0KHHTD9Yvr2BWAWwQ4g,Daisy Cafe and Cupcakery,Madison,53704,269,43.093736,-89.343105,4,2827 Atwood Dr.$*$ Madison$*$ WI 53704,17503408,0,1
340557,340557,a114740,b2302,Port of Subs,Las Vegas,89104,10,36.158671,-115.12591,3,1730 E Charleston,0,94mQ3aJ2xjP6W-CV1j8cXg,Lotus of Siam,Las Vegas,89104,1141,36.1421289,-115.1423943,4.9,953 E Sahara Ave$*$ Las Vegas$*$ NV 89104,16979203,0,0
341266,341266,a4814,b1553,Crazy Mocha Coffee,Pittsburgh,15201,14,40.4692949,-79.9612733,3.5,4032 Butler St,0,o1fTwfqN0sDFNpV1CkOPPg,Coca Cafe,Pittsburgh,15201,815,40.467157,-79.964101,4.3,3811 Butler St$*$ Pittsburgh$*$ PA 15201,17036218,0,0
341549,341549,a71158,b1502,Pusadee's Garden,Pittsburgh,15201,236,40.4826851,-79.9519307,4,5321 Butler St,0,uO_OX2DXmzo2c72YpbXe1A,Pusadee's Garden,Pittsburgh,15201,1194,40.482443,-79.952225,4.9,5321 Butler St$*$ Pittsburgh$*$ PA 15201,17041397,0,1
341898,341898,a101277,b1504,Smoke BBQ Taqueria,Pittsburgh,15201,255,40.4699387,-79.9610646,3.5,4115 Butler St,0,plHKBwA18aWeP-TG8DC96Q,SMOKE barbeque taqueria,Pittsburgh,15201,1430,40.470045,-79.96115,4.8,4115 Butler Street$*$ Pittsburgh$*$ PA 15201,17042342,0,1
342463,342463,a133832,b1508,La Gourmandine Bakery & Pastry Shop,Pittsburgh,15201,303,40.47313,-79.958894,4.5,4605 Butler St,0,oS96aJIHFWcFAlGHKKXjaw,La Gourmandine,Pittsburgh,15201,758,40.473013,-79.958854,4.7,4605 Butler St$*$ Pittsburgh$*$ PA 15201,17041840,0,1
343020,343020,a77883,b2355,Purple Penguin Snowcone Shack,Henderson,89012,103,36.0194179,-115.0530027,4,1500 W Horizon Ridge Pkwy,0,SGyQqYXVq2Rck8ipEmJKmg,Purple Penguin Snowcone Shack,Las Vegas,89012,204,36.01939,-115.05257,4.3,1500 W Horizon Ridge$*$ Henderson$*$ NV 89012,16981960,0,1
343741,343741,a9900,b433,Green Cab,Madison,53715,89,43.0499905,-89.3905709,2.5,1621 Beld St,0,WmdpqWnCpFVNfm8jW4T71Q,Greenbush Bar,Madison,53715,268,43.0678,-89.4013,4.2,914 Regent St$*$ Madison$*$ WI 53715,17502239,0,0
343818,343818,a38227,b431,Taqueria Guadalajara,Madison,53715,291,43.055569,-89.3974165,4,1033 S Park St,0,S3-JpB5dBhMXmauMqeoN-g,Taqueria Guadalajara,Madison,53715,250,43.055835,-89.397564,4.2,1033 S Park St$*$ Madison$*$ WI 53715,17503338,0,1
343852,343852,a48955,b433,Greenbush Bakery,Madison,53715,167,43.0674367,-89.4076996,4.5,1305 Regent St,0,g-kRq6VKB5ld00OOpJvaTg,Greenbush Bar,Madison,53715,268,43.0678,-89.4013,4.2,914 Regent St$*$ Madison$*$ WI 53715,17502239,0,0
344379,344379,a10558,b1517,Tram's Kitchen,Pittsburgh,15224,244,40.4653491,-79.955948,4,4050 Penn Ave,0,RYBGhnFtyZGjlREEfcRFrg,Tram's Kitchen,Pittsburgh,15224,1361,40.465339,-79.956146,4.5,4050 Penn Ave$*$ Pittsburgh$*$ PA 15224,17037581,0,1
344860,344860,a50332,b1520,Thai Cuisine,Pittsburgh,15224,185,40.46254961,-79.94976007,4,4627 Liberty Ave,0,YzqV61exMv__mjobBV2g7g,Thai Cuisine,Pittsburgh,15224,995,40.462387,-79.950022,4.5,4627 Liberty Ave$*$ Pittsburgh$*$ PA 15224,17037546,0,1
347184,347184,a75376,b439,Great Dane Pub & Brewing,Madison,53705,153,43.0711419,-89.4523269,3.5,357 Price Pl,0,mzq_UgBRWsxTjb7oBNajWA,Great Dane Pub & Brewery,Madison,53705,368,43.0705,-89.4522,4.1,357 Price Pl$*$ Madison$*$ WI 53705,17502235,0,1
347548,347548,a93465,b466,Sa-Bai Thong,Madison,53705,116,43.0752466,-89.43766668,3,2840 University Ave,0,lqtybK6_GjSqhK8U55Mc7w,Sa Bai Thong,Madison,53705,287,43.0746,-89.4381,4,2840 University Ave$*$ Madison$*$ WI 53705,17502584,0,1
347562,347562,a93925,b416,Sushi Muramoto,Madison,53705,206,43.07224384,-89.45233392,4,546 N Midvale Blvd,0,2qjvYspb3bEmCaw1vmSk0g,Sushi Muramoto,Madison,53705,509,43.071994,-89.451384,4.3,546 N Midvale Blvd$*$ Madison$*$ WI 53705,17503375,0,1
347617,347617,a97008,b464,Otto's Restaurant & Bar,Madison,53705,64,43.0600543,-89.4906724,4,6405 Mineral Point Rd,0,RG2IGb4LwbxUwCW3iooYDA,Otto's Restaurant & Bar,Madison,53705,177,43.0607,-89.4896,4,6405 Mineral Pt Rd$*$ Madison$*$ WI 53705,17502463,0,1
349303,349303,a70756,b1534,The Dor-Stop Restaurant,Pittsburgh,15216,296,40.396012,-80.034727,4.5,1430 Potomac Ave,0,nlVjdQq9FzdQ3bfy-8y80g,Dor-Stop Restaurant,Pittsburgh,15216,1074,40.395912,-80.034802,4.4,1430 Potomac Ave$*$ Pittsburgh$*$ PA 15216,17036340,0,1
349503,349503,a93766,b1534,Maharaja Restaurant,Pittsburgh,15216,10,40.420335,-80.030114,3.5,1150 Banksville Rd,0,RXyBD1euUHNxhU3_LE7z6Q,Dor-Stop Restaurant,Pittsburgh,15216,1074,40.395912,-80.034802,4.4,1430 Potomac Ave$*$ Pittsburgh$*$ PA 15216,17036340,0,0
350621,350621,a109528,b1646,Mens Wearhouse,Champaign,61822,3,40.14471274,-88.25622677,4.5,726 W Town Ctr,0,vVfkmCB3hCRawODf8fAc6g,Alexander's Steakhouse,Champaign,61822,147,40.136,-88.2456,3.8,202 W Anthony Dr$*$ Champaign$*$ IL 61822,17317205,0,0
350906,350906,a38135,b323,New Chin Chin,Charlotte,28270,8,35.137593,-80.73942,3,9856 Monroe Rd,0,e8cFfRySb8n9lMXRnyzeIA,New Zealand Cafe,Charlotte,28270,654,35.139858,-80.73667,4.4,1717 Sardis Road N$*$ Suite 6A$*$ Charlotte$*$ NC 28270,17147825,0,0
351316,351316,a49544,b306,Yorkmont Cafe,Charlotte,28208,18,35.1902768,-80.9304829,3,2925 Yorkmont Rd,0,t31AKJ_LVLx_NoT9WTy8cQ,Savor Cafe,Charlotte,28208,424,35.229155,-80.863995,4.7,1404 W Morehead Street$*$ Charlotte$*$ NC 28208,17149806,0,0
351481,351481,a126629,b319,Pinky's Westside Grill,Charlotte,28208,596,35.229054,-80.8673698,4,1600 W Morehead St,0,01fuY2NNscttoTxOYbuZXw,Pinky's Westside Grill,Charlotte,28208,649,35.2291083,-80.8674621,4.4,1600 W Morehead Street$*$ Charlotte$*$ NC 28208,17150169,0,1
352316,352316,a95235,b3527,Superior Restaurant,Cleveland,44114,30,41.510218,-81.670181,4.5,3000 Superior Ave E,0,zH3HFpkJZ9EmWMRhw1oypA,Superior Pho,Cleveland,44114,410,41.510489,-81.670285,4.4,3030 Superior Ave E$*$ Cleveland$*$ OH 44114,16962965,0,0
352522,352522,a63339,b457,The Hop Garden,Verona,53593,7,42.930033,-89.5254083,4.5,6818 Canal St,0,6CZo7pocjGgwQVK2ajAt0A,The Sow's Ear,Madison,53593,154,42.9901,-89.5335,4.1,125 S Main St$*$ Verona$*$ WI 53593,17503249,0,0
352562,352562,a84213,b457,The Klassik Tavern,Verona,53593,26,42.989845,-89.538978,4,410 W Verona Ave,0,LdO1SLMxOnGXJuuPGD5meA,The Sow's Ear,Madison,53593,154,42.9901,-89.5335,4.1,125 S Main St$*$ Verona$*$ WI 53593,17503249,0,0
352583,352583,a96869,b495,Cuco's Mexican Restaurant,Verona,53593,47,43.0028431,-89.5328228,3,1050 N Edge Trl,0,T9QjpTZPcWEa3i96tdLHbw,Cuco's Mexican Restaurant,Madison,53593,167,43.002784,-89.532407,3.9,1050 North Edge Trail$*$ Verona$*$ WI 53593,17503681,0,1
353749,353749,a77777,b3590,PJ McIntyres Irish Pub,Cleveland,44111,47,41.4500019,-81.81635643,4,17119 Lorain Ave,0,4t6z1AT8qBfwaBm13d1GMA,P.J. McIntyre's Irish Pub,Cleveland,44111,298,41.450102,-81.816113,4.2,17119 Lorain Ave$*$ Cleveland$*$ OH 44111,16963465,0,1
353959,353959,a59589,b3594,Noce Gourmet Pizzeria,Chardon,44024,38,41.5815304,-81.2041129,4,125 Main St,0,2og7CivCoU54PKpvlvxOYw,Noce Gourmet Pizzeria,Cleveland,44024,218,41.581307,-81.203985,4.2,125 Main St.$*$ Chardon$*$ OH 44024,16964365,0,1
354489,354489,a25016,b1557,Jay's Sports Bar & Restaurant,Canonsburg,15317,3,40.2778938,-80.1616026,4.5,114 Southpointe Blvd,0,nvWb376MYChKSA-To1wyGQ,Los Chiludos Mexican Restaurant,Pittsburgh,15317,862,40.287381,-80.17261,4.3,325 Southpointe Blvd Ste 300$*$ Canonsburg$*$ PA 15317,17037948,0,0
354684,354684,a98486,b1526,Cedars Mediterranean Cuisine,Canonsburg,15317,45,40.26562648,-80.12766589,4.5,4071 Washington Rd,0,WGRpmHGkPxBnQ8HOZM7QLQ,Cedars Mediterranean Cuisine,Pittsburgh,15317,381,40.2656334,-80.12767053,4.5,4071 Washington Road$*$ Canonsburg$*$ PA 15317,17042892,0,1
354731,354731,a116029,b1557,Grande Italian Restaurant,Canonsburg,15317,16,40.26187609,-80.13350226,3,4205 Washington Rd,0,ptkUSiYeU9O-jVdxnpLxIA,Los Chiludos Mexican Restaurant,Pittsburgh,15317,862,40.287381,-80.17261,4.3,325 Southpointe Blvd Ste 300$*$ Canonsburg$*$ PA 15317,17037948,0,0
355460,355460,a45318,b506,Dental on Central,Phoenix,85012,20,33.51227854,-112.0733331,4,5133 N Central Ave,0,nMxCZzyeaYX4sznZBBZo5g,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
355529,355529,a47277,b594,Two Hippies Beach House,Phoenix,85012,317,33.5089964,-112.0670039,4,501 E Camelback Rd,0,W537pidoTVQmn9x1GPpxgA,Two Hippies Beach House,Phoenix,85012,273,33.509176,-112.067043,4,501 East Camelback Road$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030527,0,1
355670,355670,a73935,b506,Unique On Central,Phoenix,85012,4,33.506051,-112.0742441,3,4700 N Central Avenue,0,AbxgqSPDnCHtfCxYUiLP0g,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
355993,355993,a101506,b534,Windsor,Phoenix,85012,861,33.513575,-112.073381,4,5223 N Central Ave,0,cTJjTKz2huGZ-ElScC2pSw,Windsor,Phoenix,85012,345,33.513688,-112.0734431,4.2,5223 North Central Avenue$*$ Phoenix$*$ AZ 85012,17032686,0,1
356342,356342,a119780,b506,Michaels at Park Central,Phoenix,85012,8,33.4848093,-112.0760043,3,3110 N Central Ave$*$ Ste 140,0,KjCEF8aEk1ZBCrJitRi7fA,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
356582,356582,a125979,b536,Flower Child,Phoenix,85012,148,33.50961025,-112.071953,4.5,100 E Camelback Rd,0,m506zjQ67j0msTfANwB6RA,China Chili,Phoenix,85012,348,33.485801,-112.069146,4.2,302 East Flower Street$*$ Midtown$*$ Phoenix$*$ AZ 85012,17025821,0,0
356597,356597,a126301,b557,Chase Bank,Phoenix,85012,7,33.489889,-112.074282,2.5,3620 N Central Ave,0,e4RdNheI4_pJuNKBzFcDzA,Pane Bianco,Phoenix,85012,264,33.5006213,-112.0743113,4.1,4404 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17028331,0,0
356664,356664,a134005,b506,Movies On Central Inc,Phoenix,85012,8,33.506051,-112.0742441,5,4700 N Central Ave$*$ Ste 121,0,aPTUGFwweDjSO_O3B0CJEQ,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
357031,357031,a105539,b3552,Flying Cranes Cafe,Cleveland,44120,51,41.487072,-81.591684,3.5,13006 Larchmere Blvd,0,g5XW5RiVhykjleeRrWlJ2g,Felice's Urban Cafe,Cleveland,44120,302,41.487681,-81.596121,4.3,12502 Larchmere Blvd$*$ Cleveland$*$ OH 44120,16963562,0,0
357116,357116,a76879,b3587,Dominic's Santos,Cleveland,44126,24,41.4436377,-81.8581755,3,21467 Lorain Rd,0,7LzhLKAwS7PHUvaPIW833A,Dominic's Santos,Cleveland,44126,331,41.443671,-81.858306,4.2,21467 Lorain Rd$*$ Fairview Park$*$ OH 44126,16964529,0,1
357522,357522,a33808,b445,Swagat Indian Restaurant,Madison,53717,139,43.0753164,-89.5174398,4,707 N Highpoint Rd,0,FlPAGqTovHc4mEIKJ7Q8Nw,Swagat Restaurant,Madison,53717,326,43.0753,-89.5184,4.1,707 N High Point Rd$*$ Madison$*$ WI 53717,17502670,0,1
357601,357601,a52629,b422,La Baguette,Madison,53717,87,43.0606935,-89.5112765,4,7424 Mineral Point Rd,0,FUX9h1a37GJn9ge1baiNuw,La Baguette,Madison,53717,280,43.060871,-89.51084,4.3,7424 Mineral Point Rd$*$ Madison$*$ WI 53717,17503384,0,1
357720,357720,a72809,b417,Eno Vino Wine Bar & Bistro,Madison,53717,217,43.073189,-89.525189,4,601 Junction Rd,0,aRIZPbrHwnM04TTXLYrFMg,Eno Vino Wine Bar & Bistro,Madison,53717,481,43.0731,-89.5258,4.3,601 Junction Rd$*$ Madison$*$ WI 53717,17502177,0,1
357937,357937,a91752,b445,Sprecher's Restaurant and Pub,Madison,53717,138,43.08645656,-89.52490411,3,1265 John Q Hammons Rd,0,flCF_Vp9NOpTVeGv673nSg,Swagat Restaurant,Madison,53717,326,43.0753,-89.5184,4.1,707 N High Point Rd$*$ Madison$*$ WI 53717,17502670,0,0
358639,358639,a139791,b324,Lang Van Vietnamese,Charlotte,28215,243,35.2367091,-80.7745147,4,3019 Shamrock Dr,0,KEGLWeFAWXvo0W2LnujhtQ,Lang Van,Charlotte,28215,541,35.23666,-80.77507,4.4,3019 Shamrock Drive$*$ Charlotte$*$ NC 28215,17147586,0,1
358881,358881,a121054,b2366,Studio B Buffet,Henderson,89044,1824,35.96580256,-115.1690198,4,12300 S Las Vegas Blvd,0,LNGBEEelQx4zbfWnlc66cw,Studio B Buffet,Las Vegas,89044,222,35.964779,-115.168524,4.2,12300 Las Vegas Boulevard S$*$ Henderson$*$ NV 89044,16981406,0,1
358921,358921,a3218,b1992,Cairngorm Coffee Co,Edinburgh,EH2 1EP,26,55.95339011,-3.200593516,4.5,41a Frederick Street,0,5s8uqAOOhGKGcycoO4zTCg,Cairngorm Coffee Co.,Edinburgh,EH2 1EP,30,55.953689,-3.20033,3.8,41A Frederick Street$*$ New Town$*$ Edinburgh EH2 1EP,7601960,0,1
359334,359334,a104933,b1678,Old Orchard Lanes,Savoy,61874,13,40.0652239,-88.2507519,3.5,901 N Dunlap Ave,0,3P1dBNauEwkToURbq_I0Dw,Old Orchard Lanes Pizza,Champaign,61874,51,40.065294,-88.249865,3.7,901 N Dunlap Ave$*$ Savoy$*$ IL 61874,17317863,0,1
359432,359432,a12412,b3534,Chagrin Water Falls,Chagrin Falls,44022,25,41.43122791,-81.39221355,4.5,Main Street and Chagrin River,0,PEWy1KB1-wkQEbxiZBr6AA,Hunan By the Falls,Cleveland,44022,475,41.426761,-81.373928,4.4,508 E Washington St$*$ Chagrin Falls$*$ OH 44022,16960998,0,0
359528,359528,a7684,b1677,JT Walker's Restaurant & Brewery,Mahomet,61853,62,40.194982,-88.4039932,4,401 E Main St,0,aLdMqYoHqc77JjOybdPX-A,JT Walker's Restaurant & Sports Bar,Champaign,61853,96,40.1952285,-88.4039421,3.7,401 E Main St$*$ Mahomet$*$ IL 61853,17317796,0,1
359577,359577,a42807,b1676,The Wingery,Mahomet,61853,4,40.19449,-88.400274,4.5,608 E Main St,0,Re3QMHqin0xiQ9Zhxb4gLQ,Main Street Wingery,Champaign,61853,87,40.194502,-88.400984,3.7,608 E. Main St.$*$ Mahomet$*$ IL 61853,17317921,0,1
359614,359614,a80925,b1679,Los Zarapes,Mahomet,61853,6,40.20195269,-88.4021759,5,804 Eastwood Dr,0,WU7HnTim3UgqdtpKCavtOw,Los Zarapes,Champaign,61853,48,40.195759,-88.395815,3.7,840 Eastwood Drive$*$ Mahomet$*$ IL 61853,17317874,0,1
359632,359632,a101528,b1676,The Main Street Wingery,Mahomet,61853,11,40.194428,-88.400053,2.5,101 N Lombard St,0,TD1GRFBmBmxHws0JKeY97A,Main Street Wingery,Champaign,61853,87,40.194502,-88.400984,3.7,608 E. Main St.$*$ Mahomet$*$ IL 61853,17317921,0,1
359678,359678,a53138,b3518,Kiflis Restaurant & Bakery,Cuyahoga Falls,44223,12,41.134883,-81.508901,4.5,2018 State Rd,0,BCtYzeziGDflyzvAzPaMmg,The Blue Door Cafe & Bakery,Cleveland,44223,587,41.133978,-81.508674,4.5,1970 State Road$*$ Cuyahoga Falls$*$ OH 44223,16964898,0,0
359796,359796,a102479,b487,Pizza Pit,De Forest,53532,4,43.2414099,-89.3437115,1.5,611 S Main St,0,hwjbr0Qskx_qWqx1de5gTg,Sizzling Hut,Madison,53532,98,43.2512,-89.3441,4,404 N Main St$*$ De Forest$*$ WI 53532,17501686,0,0
359921,359921,a108129,b1900,Tom's Dairy Freeze,Etobicoke,M8Y 1K5,73,43.6278936,-79.4965373,4.5,630 The Queensway,0,NGhmpSDZmg1shPOVdsHgBQ,Tom's Dairy Freeze,GTA,M8Y 1K5,205,43.62775,-79.496658,4.4,630 The Queensway$*$ Etobicoke M8Y 1K5,8901053,0,1
359939,359939,a7405,b1907,Mother India's Cafe,Edinburgh,EH1 1LT,74,55.948131,-3.1859835,4,3-5 Infirmary Street,0,22nkIQ4BeSYwsyaPOczOeA,Mother India's Cafe,Edinburgh,EH1 1LT,279,55.94800278,-3.18625,4.4,3-5 Infirmary Street$*$ Old Town$*$ Edinburgh EH1 1LT,7600188,0,1
359942,359942,a78542,b1987,Dovecot Cafe by Stag Espresso,Edinburgh,EH1 1LT,21,55.9485465,-3.1851372,4.5,10 Infirmary St,0,#NAME?,Dovecot Cafe by Stag Espresso,Edinburgh,EH1 1LT,53,55.948563,-3.185094,3.9,Dovecot Studios$*$ 10 Infirmary Street$*$ Old Town$*$ Edinburgh EH1 1LT,7602220,0,1
359993,359993,a102517,b1917,Piatto Verde,Edinburgh,EH11 1DL,10,55.9396297,-3.2206907,4.5,7 Dundee Terrace,0,CStQJ-ADmhxuepLooO2NXA,Piatto Verde,Edinburgh,EH11 1DL,81,55.93993056,-3.220225,4.3,7 Dundee Terrace$*$ Fountainbridge$*$ Edinburgh EH11 1DL,7600419,0,1
360029,360029,a51011,b1568,Rey Azteca,Pittsburgh,15235,56,40.429105,-79.810933,4.5,3448 William Penn Hwy,0,s36Rk0jd78z75LaqifnU3Q,Rey Azteca,Pittsburgh,15235,316,40.4320038,-79.8174828,4.3,3348 William Penn Hwy$*$ Pittsburgh$*$ PA 15235,17041755,0,1
360214,360214,a81498,b1861,Casa Sushi,Toronto,M4K 1P1,36,43.6778835,-79.3500706,3.5,469 Danforth Avenue,0,woXsHjEI-n5MF_dob1CMcA,Casa Sushi,Toronto,M4K 1P1,310,43.677774,-79.350025,4.5,469 Danforth Avenue$*$ Toronto M4K 1P1,8906811,0,1
360395,360395,a20625,b1924,The Edinburgh Larder,Edinburgh,EH1 1NB,156,55.949658,-3.1856137,4.5,15 Blackfriars Street,0,xbCNlp2vWixy2W1WsfGv8g,Edinburgh Larder Cafe,Edinburgh,EH1 1NB,80,55.950012,-3.186006,4.2,15 Blackfriars Street$*$ Old Town$*$ Edinburgh EH1 1NB,7601620,0,1
360410,360410,a99375,b1877,Bar Raval,Toronto,M6G 1A4,133,43.65594385,-79.41009969,4,505 College Street,0,41o1FUbCYKJv2djtnlkzlg,Bar Raval,Toronto,M6G 1A4,115,43.655826,-79.409945,4.4,505 College Street$*$ Toronto$*$ ON M6G 1A4,16500051,0,1
360496,360496,a97796,b1976,Artisan Roast,Edinburgh,EH1 3RJ,134,55.95788251,-3.188867569,4.5,57 Broughton St,0,6P_ZHZ_moGR6siCHhRQ3uQ,Artisan Roast,Edinburgh,EH1 3RJ,72,55.95792778,-3.188880556,3.9,57 Broughton Street$*$ New Town$*$ Edinburgh EH1 3RJ,7600527,0,1
360505,360505,a40066,b1946,Amore Dogs,Edinburgh,EH2 1DR,16,55.9544778,-3.1982534,4,110 Hanover Street,0,xFOjC9yqSEecm3q9HZ1s4Q,The Dogs,Edinburgh,EH2 1DR,141,55.95448333,-3.197813889,4,110 Hanover Street$*$ New Town$*$ Edinburgh EH2 1DR,7600373,0,1
360507,360507,a51878,b1946,Underdogs,Edinburgh,EH2 1DR,8,55.9544628,-3.1980227,3.5,104 Hanover Street,0,JMEkPlKTUSzDrnz1bTB1eg,The Dogs,Edinburgh,EH2 1DR,141,55.95448333,-3.197813889,4,110 Hanover Street$*$ New Town$*$ Edinburgh EH2 1DR,7600373,0,1
360535,360535,a79769,b1888,Thai Bamboo,Vaughan,L4K 2Y7,77,43.7826693,-79.49162,4,2150 Steeles Ave W,0,13ARujj003ytdue2yb6kRg,Thai Bamboo Restaurant,GTA,L4K 2Y7,438,43.78256944,-79.49134722,4.4,2150 Steeles Avenue W$*$ Unit 20C$*$ Vaughan L4K 2Y7,8904994,0,1
360688,360688,a22155,b1920,Caf Andaluz,Edinburgh,EH2 3EE,77,55.9530485,-3.2013999,4,77B George Street$*$ New Town,0,Mv3YLMYrLpSctyamrQCdQw,Cafe Andaluz,Edinburgh,EH2 3EE,162,55.95309444,-3.201336111,4.2,77 D George Street$*$ New Town$*$ Edinburgh EH2 3EE,7600448,0,1
360696,360696,a23153,b1640,Sol Azteca,Rantoul,61866,13,40.30603823,-88.15571626,3.5,405 S Century Blvd,0,PSxi7pis1yJpFfM-grdNXA,Sol Azteca,Champaign,61866,85,40.3059,-88.1556,3.9,405 S Century Blvd$*$ Rantoul$*$ IL 61866,17317598,0,1
360796,360796,a94551,b329,Long Creek Fish Fry,Dallas,28034,32,35.3044133,-81.1581376,4,1425 Lower Dallas Hwy,0,dUhYjBM3QHkPKV7Z63ottQ,Long Creek Fish Fry,Charlotte,28034,301,35.3053,-81.1579,4.4,1425 Lower Dallas Highway$*$ NC 28034,17148684,0,1
360868,360868,a43289,b1812,Pizzeria Libretto,Toronto,M6J 2Z8,463,43.6490017,-79.4203433,4,221 Ossington Ave,0,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,Toronto,M6J 2Z8,1719,43.648882,-79.420452,4.7,221 Ossington Avenue$*$ Toronto$*$ ON M6J 2Z8,8905213,0,1
360888,360888,a34127,b1989,bia bistrot,Edinburgh,EH10 5DP,8,55.9338246,-3.2106617,4,19 Colinton Rd,0,dFHQ6RSl2SThRvmA9YEtfg,Bia Bistrot,Edinburgh,EH10 5DP,48,55.93392222,-3.210966667,3.9,19 Colinton Road$*$ Morningside$*$ Edinburgh EH10 5DP,7601187,0,1
360892,360892,a59516,b1805,La Cascina,Toronto,M5M 3X5,15,43.7233683,-79.416217,4,1552 Ave Rd,0,KkRUprt06Jg8ANLIQLPijQ,La Cascina,GTA,M5M 3X5,102,43.7233,-79.416282,4.9,1552 Avenue Road$*$ North York$*$ ON M5M 3X5,8904217,0,1
360912,360912,a69386,b1953,Panda & Sons,Edinburgh,EH2 4NF,52,55.95326529,-3.207094156,4.5,79 Queen Street,0,XpjKxXuY1c2j8q-2h0L9oQ,Panda & Sons,Edinburgh,EH2 4NF,28,55.953725,-3.205401,4,79 Queen Street$*$ New Town$*$ Edinburgh EH2 4NF,7601637,0,1
360925,360925,a90918,b1905,La Favorita,Edinburgh,EH6 8SA,105,55.96441894,-3.176801012,4.5,325 Leith Walk,0,8axxI33rUyswfRk_v3vS0A,La Favorita,Edinburgh,EH6 8SA,328,55.96466944,-3.176858333,4.5,325-331 Leith Walk$*$ Leith$*$ Edinburgh EH6 8SA,7600217,0,1
360935,360935,a91537,b650,GaNaDaRa,Montral,H3H 1J9,214,45.493665,-73.581297,4,1862 Boulevard de Maisonneuve,0,3f0-EXRF0oy6NDsFh9TJKA,GaNaDaRa,Montreal,H3H 1J9,539,45.4936971,-73.5813897,4.3,1862 Boul De Maisonneuve$*$ Montreal$*$ QC H3H 1J9,16639663,0,1
360937,360937,a46016,b1978,Fishers,Edinburgh,EH6 6QW,30,55.9775198,-3.1689022,4.5,1 Shore,0,pv4S2yOiWqH6AdFqzosZpw,Fishers,Edinburgh,EH6 6QW,99,55.9776,-3.169036111,3.9,1 Shore$*$ Leith$*$ Edinburgh EH6 6QW,7600138,0,1
