,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,predicted
317090,317090,a9077,b2354,China A Go Go,Las Vegas,89142,76,36.1580433,-115.0460999,3.5,5841 E Charleston Blvd$*$ Ste 250,0,xjlMlnxWqMd3FGODA_z1NA,China a Go Go,Las Vegas,89142,189,36.159253,-115.046329,4.3,5841 E Charleston Blvd #250$*$ Sunrise Manor$*$ Las Vegas$*$ NV 89142,16981555,0,1
317200,317200,a45774,b1591,Blue Dust,Homestead,15120,121,40.4079565,-79.9116502,4,601 Amity St,0,Bf-yMQiSmDZyqfGyFKQ0bA,Blue Dust,Pittsburgh,15120,457,40.407932,-79.911723,4.2,601 Amity Street$*$ Homestead$*$ PA 15120,17041347,0,1
319042,319042,a49445,b564,Phoenix City Grille,Phoenix,85016,308,33.5223999,-112.0478399,4,5816 N 16th St,0,5Ktv5ZmJI0CN4L0KxDWJvw,Phoenix City Grille,Phoenix,85016,224,33.52253,-112.047664,4.1,5816 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85016,17028525,0,1
321027,321027,a97432,b509,True Food Kitchen,Phoenix,85016,873,33.51031415,-112.0276869,4,2502 E Camelback Rd,0,XMMLRvV4IMxIGyc4H37LxA,True Food Kitchen,Phoenix,85016,1072,33.509703,-112.027346,4.5,2502 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85016,17030372,0,1
322695,322695,a111930,b537,Rokerij,Phoenix,85016,519,33.5303818,-112.0470752,4,Richardson's Cuisine Of New Mexico$*$ 6335 N 16th St,0,_WtxQbDK7B-ExGdeG-2j6Q,Rokerij,Phoenix,85016,385,33.530017,-112.047334,4.2,6335 North 16th Street$*$ Phoenix$*$ AZ 85016,17028912,0,1
326437,326437,a142027,b514,Hillstone Restaurant,Phoenix,85016,530,33.510034,-112.0241743,4,2650 E Camelback Rd,0,XC06xxb7FFYsXcI2E38IIw,Hillstone,Phoenix,85016,889,33.510034,-112.0241743,4.4,2650 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85016,17032240,0,1
328880,328880,a105702,b2320,Monta Ramen,Las Vegas,89146,1972,36.1270432,-115.2096534,4,5030 Spring Mountain Rd$*$ Ste 6,0,UPIYuRaZvknINOd1w8kqRQ,Monta,Las Vegas,89146,296,36.126332,-115.209871,4.5,5030 Spring Mountain Rd$*$ Las Vegas$*$ NV 89146,16982050,0,1
329256,329256,a117521,b2335,Hash House A Go Go,Las Vegas,89146,2835,36.144667,-115.239955,4,6800 W Sahara Ave,0,g8OnV26ywJlZpezdBnOWUQ,Hash House a Go Go,Las Vegas,89146,1116,36.144315,-115.240246,4.3,6800 W Sahara Ave$*$ Las Vegas$*$ NV 89146,16978652,0,1
329380,329380,a120927,b2380,Kabuto,Las Vegas,89146,427,36.126922,-115.210022,4.5,5040 Spring Mountain Rd$*$ Ste 4,0,wWuGa3OOQJro_XGe-GKBXA,Kabuto,Las Vegas,89146,135,36.1261823,-115.2103817,4.2,5040 W. Spring Mountain Rd.$*$ Ste. 4$*$ Las Vegas$*$ NV 89146,16982664,0,1
330025,330025,a2056,b577,The White Chocolate Grill,Phoenix,85054,698,33.655566,-111.92641,4,7000 E Mayo Blvd,0,UE3AvVnaPEBPneVahYT2eA,White Chocolate Grill,Phoenix,85054,477,33.655437,-111.929531,4,7000 East Mayo Boulevard$*$ Northeast Phoenix$*$ AZ 85054,17029981,0,1
330277,330277,a60976,b1515,Triangle Bar & Grill,Pittsburgh,15218,68,40.4175696,-79.8879525,4.5,2122 Monongahela Ave,0,i-2OzvZUDtvKCMq1vcRSZg,Triangle Bar & Grill,Pittsburgh,15218,541,40.417641,-79.887936,4.6,2122 Monongahela Ave$*$ Pittsburgh$*$ PA 15218,17037584,0,1
330328,330328,a117903,b1580,D's Six Pax & Dogz,Pittsburgh,15218,295,40.432022,-79.893834,4.5,1118 S Braddock Ave,0,CK-Gv3vqIlWOrKP4fhT8_g,D's Six Pax & Dogz,Pittsburgh,15218,1400,40.432558,-79.894054,4.2,1118 S Braddock Ave$*$ Pittsburgh$*$ PA 15218,17036286,0,1
330368,330368,a42400,b1840,Seven Lives Tacos Y Mariscos,Toronto,M5T 2K2,736,43.65422072,-79.40186799,4.5,69 Kensington Avenue,0,iGEvDk6hsizigmXhDKs2Vg,Seven Lives - Tacos Y Mariscos,Toronto,M5T 2K2,362,43.65443889,-79.40053611,4.5,69 Kensington Avenue$*$ Toronto$*$ ON M5T 2K2,8909095,0,1
330477,330477,a45585,b574,Raffaele's Pizza,Phoenix,85021,100,33.5394985,-112.0995704,4,7019 N 19th Ave,0,i4hvmTd4RH9HvOyG8ndYGw,Raffaele Pizza,Phoenix,85021,164,33.539049,-112.099434,4.1,7019 N 19th Ave$*$ Phoenix$*$ AZ 85021,17028719,0,1
331378,331378,a85491,b2347,Nittaya's Secret Kitchen,Las Vegas,89128,402,36.1980614,-115.2825096,4,2110 N Rampart$*$ Ste 110,0,yp2nRId4v-bDtrYl5A3F-g,Nittaya's Secret Kitchen,Las Vegas,89128,239,36.1980478,-115.2825394,4.3,2110 N Rampart Blvd Ste 110$*$ Las Vegas$*$ NV 89128,16982095,0,1
331625,331625,a105863,b2384,Yummy Grill & Sushi,Las Vegas,89128,536,36.19476429,-115.2524842,4.5,7331 W Lake Mead Blvd$*$ Ste 105,0,DkZuVzYuylBanEsWK7mNGw,Yummy Grill & Sushi,Las Vegas,89128,172,36.195863,-115.25203,4.2,7331 W Lake Mead Blvd$*$ Las Vegas$*$ NV 89128,16980987,0,1
332109,332109,a12765,b1535,Little Tokyo,Pittsburgh,15228,127,40.3818121,-80.0444905,4,636 Washington Rd,0,da62X2tpj9tF0olWTigjBg,Little Tokyo,Pittsburgh,15228,1017,40.38198,-80.044374,4.4,636 Washington Rd$*$ Pittsburgh$*$ PA 15228,17036792,0,1
332377,332377,a85698,b1563,A'Pizza Badamo,Mount Lebanon,15228,81,40.3810792,-80.044593,4.5,656 Washington Rd,0,SsBi4mjcfsQJUMkyQlgg1Q,A'Pizza Badamo,Pittsburgh,15228,511,40.380971,-80.044571,4.3,656 Washington Rd$*$ Pittsburgh$*$ PA 15228,17041678,0,1
332426,332426,a104229,b1552,Aladdin's Eatery,Pittsburgh,15228,92,40.38189826,-80.04428852,4,630 Washington Rd,0,8edTRAKWTzd0B_sfb8ekeQ,Aladdin's Eatery,Pittsburgh,15228,670,40.381932,-80.044343,4.3,630 Washington Rd$*$ Pittsburgh$*$ PA 15228,17035873,0,1
332458,332458,a117662,b1578,Il Pizzaiolo,Pittsburgh,15228,210,40.380192,-80.044459,4,703 Washington Rd,0,OXrFWgoz533T8tMRemkiww,Il Pizzaiolo,Pittsburgh,15228,2234,40.380405,-80.044425,4.2,703 Washington Rd$*$ Pittsburgh$*$ PA 15228,17037764,0,1
333068,333068,a13976,b452,Manna Cafe & Bakery,Madison,53704,149,43.107431,-89.3636588,4,611 N Sherman Ave,0,ILa-Xv5-h23A9OMrYK17oQ,Manna Cafe & Bakery,Madison,53704,217,43.1086,-89.3637,4.1,611 N Sherman Ave$*$ Madison$*$ WI 53704,17502368,0,1
333521,333521,a31870,b442,Glass Nickel Pizza,Madison,53704,162,43.0940334,-89.3413172,4,2916 Atwood Ave,0,v3AS5LGeV2Si4nOHZ7lgxQ,Glass Nickel Pizza Co,Madison,53704,337,43.094,-89.3414,4.1,2916 Atwood Ave$*$ Madison$*$ WI 53704,17502223,0,1
334331,334331,a53613,b471,Bunky's Cafe,Madison,53704,124,43.0936656,-89.3461227,4,2425 Atwood Ave,0,wsmVIHJEi9J_38dXx2qLKA,Bunky's Cafe,Madison,53704,207,43.093674,-89.346609,4,2425 Atwood Ave$*$ Madison$*$ WI 53704,17502026,0,1
334594,334594,a60270,b465,Ale Asylum,Madison,53704,199,43.120314,-89.353954,4,2002 Pankratz St,0,RMEzxhYfpnEsWlfozit_xw,Ale Asylum,Madison,53704,172,43.120314,-89.353954,4,2002 Pankratz Street$*$ Madison$*$ WI 53704,17501931,0,1
334782,334782,a62702,b448,Smoky Jon's No 1 B-B-Q,Madison,53704,177,43.123698,-89.355581,4,2310 Packers Ave,0,UFyzcr1y2r3y-e_tNpA9VA,Smoky Jon's #1 BBQ,Madison,53704,262,43.123226,-89.355359,4.1,2310 Packers Ave$*$ Madison$*$ WI 53704,17503341,0,1
335268,335268,a72083,b473,Takumi Japanese Restaurant,Madison,53704,183,43.12485637,-89.31014727,4,4222 E Towne Blvd,0,oSrTdvRGrJ24ofcquIFoPA,Takumi Japanese Restaurant,Madison,53704,194,43.1246,-89.3102,4,4222 E Towne Blvd$*$ Madison$*$ WI 53704,17502689,0,1
335461,335461,a77162,b408,Alchemy,Madison,53704,240,43.0924336,-89.3553898,4,1980 Atwood Ave,0,XxnQKE9jTD0bTE3LZ5NOtQ,Alchemy,Madison,53704,485,43.092282,-89.355459,4.5,1980 Atwood Ave.$*$ Madison$*$ WI 53704,17503351,0,1
336559,336559,a99652,b450,The Green Owl,Madison,53704,201,43.0922989,-89.355528,4,1970 Atwood Ave,0,aUrOyWFKxKeVXiFzwbTXSA,The Green Owl Cafe,Madison,53704,239,43.092247,-89.35551,4.1,1970 Atwood Ave$*$ Madison$*$ WI 53704,17503468,0,1
336602,336602,a101347,b410,Monty's Blue Plate Diner,Madison,53704,401,43.09242,-89.3518969,4,2089 Atwood Ave,0,i60v66vwf1A13YqcIqGD_A,Monty's Blue Plate Diner,Madison,53704,601,43.0925,-89.3521,4.4,2089 Atwood Ave$*$ Madison$*$ WI 53704,17502001,0,1
336891,336891,a114078,b421,Cafe La Bellitalia,Madison,53704,83,43.11131426,-89.36401758,4,1026 N Sherman Ave,0,oglIZt5mg2nErhpTH_AakQ,Cafe La Bellitalia,Madison,53704,348,43.1102,-89.364,4.3,1026 N Sherman Ave$*$ Madison$*$ WI 53704,17502040,0,1
337209,337209,a122299,b463,Daisy Cafe & Cupcakery,Madison,53704,215,43.0936724,-89.3426022,4,2827 Atwood Ave,0,rnx0KHHTD9Yvr2BWAWwQ4g,Daisy Cafe and Cupcakery,Madison,53704,269,43.093736,-89.343105,4,2827 Atwood Dr.$*$ Madison$*$ WI 53704,17503408,0,1
338416,338416,a18213,b2400,Florida Cafe Cuban Bar & Grill,Las Vegas,89104,284,36.155323,-115.149618,3.5,Shalimar Hotel/ Parquin & Restaurant$*$ 1401 Las Vegas Blvd S,0,aGDo7GDN5YLvpYykpSLkbw,Florida Cafe: Cuban Bar and Grill,Las Vegas,89104,281,36.155174,-115.149573,4.1,1401 Las Vegas Blvd S$*$ Las Vegas$*$ NV 89104,16978425,0,1
339307,339307,a71553,b2370,Casa Don Juan  - Downtown,Las Vegas,89104,654,36.157156,-115.1538305,4,1204 S Main St,0,a192hdM0_UVCYLwPJv1Qwg,Casa Don Juan,Las Vegas,89104,367,36.157251,-115.153868,4.2,1204 S Main St$*$ Las Vegas$*$ NV 89104,16977840,0,1
339633,339633,a81150,b2302,Lotus of Siam,Las Vegas,89104,3458,36.14345,-115.14278,4,953 E Sahara Ave$*$ Ste A5,0,KskYqH1Bi7Z_61pH6Om8pg,Lotus of Siam,Las Vegas,89104,1141,36.1421289,-115.1423943,4.9,953 E Sahara Ave$*$ Las Vegas$*$ NV 89104,16979203,0,1
340030,340030,a93066,b2333,Luv It Frozen Custard,Las Vegas,89104,593,36.15146586,-115.1515539,4,505 E Oakey Blvd,0,#NAME?,Luv It Frozen Custard,Las Vegas,89104,296,36.151337,-115.151929,4.4,505 E Oakey Blvd$*$ Las Vegas$*$ NV 89104,16979223,0,1
341355,341355,a22376,b1548,Piccolo Forno,Pittsburgh,15201,292,40.4670557,-79.9644245,4,3801 Butler St,0,usFNFsaaHFxEbnBO4FaFHA,Piccolo Forno,Pittsburgh,15201,1922,40.467001,-79.964357,4.3,3801 Butler St$*$ Pittsburgh$*$ PA 15201,17037126,0,1
341549,341549,a71158,b1502,Pusadee's Garden,Pittsburgh,15201,236,40.4826851,-79.9519307,4,5321 Butler St,0,uO_OX2DXmzo2c72YpbXe1A,Pusadee's Garden,Pittsburgh,15201,1194,40.482443,-79.952225,4.9,5321 Butler St$*$ Pittsburgh$*$ PA 15201,17041397,0,1
342100,342100,a112880,b1553,Coca Cafe,Pittsburgh,15201,330,40.4672287,-79.9642028,3.5,3811 Butler St,0,wjLgM9Ybe5shoUPRrGMmsQ,Coca Cafe,Pittsburgh,15201,815,40.467157,-79.964101,4.3,3811 Butler St$*$ Pittsburgh$*$ PA 15201,17036218,0,1
342500,342500,a136253,b1524,Salem's Market & Grill,Pittsburgh,15201,113,40.4585067,-79.9737253,4.5,2923 Penn Ave,0,LhfKAGpQ12pgvQRqg-2wmw,Salem's Market & Grill,Pittsburgh,15201,680,40.458214,-79.973907,4.5,2923 Penn Ave$*$ Pittsburgh$*$ PA 15201,17041655,0,1
343020,343020,a77883,b2355,Purple Penguin Snowcone Shack,Henderson,89012,103,36.0194179,-115.0530027,4,1500 W Horizon Ridge Pkwy,0,SGyQqYXVq2Rck8ipEmJKmg,Purple Penguin Snowcone Shack,Las Vegas,89012,204,36.01939,-115.05257,4.3,1500 W Horizon Ridge$*$ Henderson$*$ NV 89012,16981960,0,1
343361,343361,a106095,b2316,Settebello Pizzeria Napoletana,Henderson,89012,795,36.02246845,-115.0831684,4.5,140 Green Valley Pkwy,0,7tNY4BYLA4laqWNV4IWGQg,Settebello Pizzeria Napoletana,Las Vegas,89012,757,36.022463,-115.0833621,4.5,140 S Green Valley Pkwy$*$ Green Valley Ranch$*$ Las Vegas$*$ Henderson$*$ NV 89012,16980218,0,1
343594,343594,a134120,b2381,Metro Pizza,Henderson,89012,294,36.02180396,-115.0486883,3.5,1420 W Horizon Ridge Pkwy,0,w2yx8dfNXi3TcPZSdQOw3A,Metro Pizza,Las Vegas,89012,254,36.0214704,-115.0484688,4.2,1420 W Horizon Ridge Parkway$*$ Henderson$*$ NV 89012,16979386,0,1
343682,343682,a99988,b1854,Restaurant Chantecler,Toronto,M6K 1L4,106,43.6417194,-79.4312466,4,1320 Queen Street W,0,nKeGPmH5dYNVL5AyAItuKg,Chantecler,Toronto,M6K 1L4,314,43.64159444,-79.43116111,4.5,1320 Queen Street West$*$ Toronto$*$ ON M6K 1L4,8909127,0,1
343695,343695,a85926,b1862,Jacques' Bistro Du Parc,Toronto,M5R 1A6,31,43.6700941,-79.3920355,4.5,126 Cumberland St,0,gCbS0X8w7vZ9CLWvMNXocA,Jacques Bistro Du Parc,Toronto,M5R 1A6,306,43.670111,-79.39202,4.5,126A Cumberland Street$*$ Toronto M5R 1A6,8908098,0,1
343818,343818,a38227,b431,Taqueria Guadalajara,Madison,53715,291,43.055569,-89.3974165,4,1033 S Park St,0,S3-JpB5dBhMXmauMqeoN-g,Taqueria Guadalajara,Madison,53715,250,43.055835,-89.397564,4.2,1033 S Park St$*$ Madison$*$ WI 53715,17503338,0,1
343850,343850,a48955,b420,Greenbush Bakery,Madison,53715,167,43.0674367,-89.4076996,4.5,1305 Regent St,0,g-kRq6VKB5ld00OOpJvaTg,Greenbush Bakery,Madison,53715,342,43.0676,-89.4076,4.3,1305 Regent Street$*$ Madison$*$ WI 53715,17502238,0,1
343852,343852,a48955,b433,Greenbush Bakery,Madison,53715,167,43.0674367,-89.4076996,4.5,1305 Regent St,0,g-kRq6VKB5ld00OOpJvaTg,Greenbush Bar,Madison,53715,268,43.0678,-89.4013,4.2,914 Regent St$*$ Madison$*$ WI 53715,17502239,0,1
344033,344033,a104733,b420,Greenbush Bar,Madison,53715,135,43.067873,-89.401811,4,914 Regent St,0,GnODIDJz09LecpudDoynCg,Greenbush Bakery,Madison,53715,342,43.0676,-89.4076,4.3,1305 Regent Street$*$ Madison$*$ WI 53715,17502238,0,1
344035,344035,a104733,b433,Greenbush Bar,Madison,53715,135,43.067873,-89.401811,4,914 Regent St,0,GnODIDJz09LecpudDoynCg,Greenbush Bar,Madison,53715,268,43.0678,-89.4013,4.2,914 Regent St$*$ Madison$*$ WI 53715,17502239,0,1
344294,344294,a95865,b3560,Pulp Juice and Smoothie Bar,Macedonia,44056,16,41.313399,-81.5120772,4.5,746 E Aurora Rd,0,5S0EVSPqzlwJOLsg0B3QxQ,PULP Juice and Smoothie Bar,Cleveland,44056,270,41.313736,-81.511708,4.3,746 E Aurora Rd #11$*$ Macedonia$*$ OH 44056,16964275,0,1
344379,344379,a10558,b1517,Tram's Kitchen,Pittsburgh,15224,244,40.4653491,-79.955948,4,4050 Penn Ave,0,RYBGhnFtyZGjlREEfcRFrg,Tram's Kitchen,Pittsburgh,15224,1361,40.465339,-79.956146,4.5,4050 Penn Ave$*$ Pittsburgh$*$ PA 15224,17037581,0,1
344610,344610,a34852,b1531,Tessaro's,Pittsburgh,15224,305,40.4627963,-79.950653,4,4601 Liberty Ave,0,QqbZA4r5g1vCbOxOAKJgWg,Tessaro's,Pittsburgh,15224,1575,40.462787,-79.950641,4.4,4601 Liberty Ave$*$ Pittsburgh$*$ PA 15224,17037545,0,1
344731,344731,a46713,b1560,Sausalido,Pittsburgh,15224,123,40.462513,-79.950005,4,4621 Liberty Ave,0,Rwahe1zbFpw6VIjb5ngZeg,Sausalido,Pittsburgh,15224,868,40.462394,-79.950032,4.3,4621 Liberty Ave$*$ Pittsburgh$*$ PA 15224,17037950,0,1
344860,344860,a50332,b1520,Thai Cuisine,Pittsburgh,15224,185,40.46254961,-79.94976007,4,4627 Liberty Ave,0,YzqV61exMv__mjobBV2g7g,Thai Cuisine,Pittsburgh,15224,995,40.462387,-79.950022,4.5,4627 Liberty Ave$*$ Pittsburgh$*$ PA 15224,17037546,0,1
344882,344882,a50859,b1562,Spak Brothers Pizza and More,Pittsburgh,15224,188,40.4650793,-79.9425116,4,5107 Penn Ave,0,hUCujBvgttk5jNh_uQwi2Q,Spak Brothers,Pittsburgh,15224,471,40.465099,-79.942485,4.3,5107 Penn Ave$*$ Pittsburgh$*$ PA 15224,17041267,0,1
345359,345359,a138858,b1523,Thai Gourmet,Pittsburgh,15224,131,40.4630298,-79.9515819,4,4505 Liberty Ave,0,OjXXfBcsaGMcXJ5In6pJcQ,Thai Gourmet,Pittsburgh,15224,554,40.463213,-79.951516,4.5,4505 Liberty Ave$*$ Pittsburgh$*$ PA 15224,17037547,0,1
345835,345835,a96259,b2385,Sushi Bomb,Las Vegas,89129,285,36.2193261,-115.3257738,3.5,10470 W Cheyenne Ave$*$ Ste 125,0,tCYAxj5_pV4RnDpe3_5VpA,Sushi Bomb,Las Vegas,89129,216,36.218688,-115.325579,4.2,10470 W Cheyenne Ave Ste 125$*$ Las Vegas$*$ NV 89129,16981472,0,1
346429,346429,a8373,b472,DumplingHaus,Madison,53705,168,43.07156358,-89.45216384,4,540 N Midvale Blvd,0,VfWX3UCKvUnVktdOuR8TwA,Dumpling Haus,Madison,53705,163,43.074023,-89.451438,4,702 N Midvale Blvd$*$ Madison$*$ WI 53705,17503684,0,1
346510,346510,a12298,b475,Blue Moon Bar & Grill,Madison,53705,63,43.0721453,-89.4296808,4,2535 University Ave,0,VgGO13Fx7dQj4zg3IuVDLw,Blue Moon Bar & Grill,Madison,53705,175,43.0722,-89.4296,4,2535 University Ave$*$ Madison$*$ WI 53705,17501999,0,1
346881,346881,a59243,b482,Oakcrest Tavern,Madison,53705,52,43.0739889,-89.4727397,4,5371 Old Middleton Rd,0,RGCiOM52mBI6_Wyfx2xO6A,Oakcrest Tavern,Madison,53705,132,43.0741,-89.4724,4,5371 Old Middleton Rd$*$ Madison$*$ WI 53705,17502671,0,1
347116,347116,a72751,b462,La Brioche True Food,Madison,53705,142,43.07535353,-89.43834605,3,2862 University Ave,0,M-caugKzJ9qLOmCBfD9Nyg,La Brioche,Madison,53705,257,43.075449,-89.438373,4,2862 University Ave$*$ Madison$*$ WI 53705,17503381,0,1
347184,347184,a75376,b439,Great Dane Pub & Brewing,Madison,53705,153,43.0711419,-89.4523269,3.5,357 Price Pl,0,mzq_UgBRWsxTjb7oBNajWA,Great Dane Pub & Brewery,Madison,53705,368,43.0705,-89.4522,4.1,357 Price Pl$*$ Madison$*$ WI 53705,17502235,0,1
347275,347275,a81593,b449,Original Pancake House,Madison,53705,120,43.0833692,-89.4759564,4,5518 University Ave,0,9urG14qwHtGRpQQUYY2y9A,Original Pancake House,Madison,53705,296,43.0834,-89.4761,4.1,5518 University Ave$*$ Madison$*$ WI 53705,17502461,0,1
347548,347548,a93465,b466,Sa-Bai Thong,Madison,53705,116,43.0752466,-89.43766668,3,2840 University Ave,0,lqtybK6_GjSqhK8U55Mc7w,Sa Bai Thong,Madison,53705,287,43.0746,-89.4381,4,2840 University Ave$*$ Madison$*$ WI 53705,17502584,0,1
347562,347562,a93925,b416,Sushi Muramoto,Madison,53705,206,43.07224384,-89.45233392,4,546 N Midvale Blvd,0,2qjvYspb3bEmCaw1vmSk0g,Sushi Muramoto,Madison,53705,509,43.071994,-89.451384,4.3,546 N Midvale Blvd$*$ Madison$*$ WI 53705,17503375,0,1
347617,347617,a97008,b464,Otto's Restaurant & Bar,Madison,53705,64,43.0600543,-89.4906724,4,6405 Mineral Point Rd,0,RG2IGb4LwbxUwCW3iooYDA,Otto's Restaurant & Bar,Madison,53705,177,43.0607,-89.4896,4,6405 Mineral Pt Rd$*$ Madison$*$ WI 53705,17502463,0,1
348297,348297,a108470,b1865,Lavelle,Toronto,M5V 1M5,35,43.6441349,-79.4014594,3,627 King Street W,0,BxcLVgA6BndKDJol0ZZu0g,Lee,Toronto,M5V 1M5,869,43.64444722,-79.40065,4.4,601 King Street West$*$ Toronto$*$ ON M5V 1M5,8906641,0,1
348360,348360,a19482,b1638,Xinh Xinh Cafe,Urbana,61802,159,40.11339039,-88.20278764,4,114 N Vine St,0,miMx3VNOW8qPJC5wEGaIOw,Xinh Xinh Cafe,Champaign,61802,131,40.112686,-88.204825,3.9,114 N Vine St$*$ Urbana$*$ IL 61802,17317816,0,1
348560,348560,a47388,b1649,Milo's Restaurant,Urbana,61802,72,40.0838527,-88.1904943,3,2870 Philo Rd,0,0ptR21GHRuQ1MFtxGNcxzw,Milo's Restaurant,Champaign,61802,131,40.081628,-88.190224,3.8,2870 S Philo Rd$*$ Urbana$*$ IL 61802,17317735,0,1
348695,348695,a93011,b1634,Hickory River Smokehouse,Urbana,61802,77,40.128807,-88.197784,3.5,1706 N Cunningham Ave,0,pVLZQRs67CF4gZCEYCe_3Q,Hickory River Smokehouse,Champaign,61802,173,40.128823,-88.198397,3.9,1706 N Cunningham Ave$*$ Urbana$*$ IL 61802,17317719,0,1
348715,348715,a98750,b1643,First Wok,Urbana,61802,29,40.0962948,-88.1920978,4,1805 Philo Rd,0,ejdBoVvEdn5fdycuJRen8Q,First Wok,Champaign,61802,103,40.0965,-88.1909,3.9,1805 Philo Rd$*$ Urbana$*$ IL 61802,17317716,0,1
348753,348753,a107981,b1696,Toro Loco,Urbana,61802,17,40.128228,-88.199861,3.5,1601 N Cunningham Ave,0,9BxyFs3bVmpH63JMs8P_HQ,Toro Loco,Champaign,61802,38,40.128228,-88.199861,3.6,1601 N Cunningham Ave$*$ Urbana$*$ IL 61802,17317993,0,1
348904,348904,a128622,b1616,The Apple Dumplin',Urbana,61802,28,40.13367035,-88.16253328,3.5,2014 High Cross Rd,0,J5U-nbhKSnnX7DJGT6QELg,Apple Dumplin',Champaign,61802,224,40.132519,-88.16271,4.1,2014 N High Cross Rd$*$ Urbana$*$ IL 61802,17317683,0,1
349104,349104,a19540,b1539,Casa Rasta,Pittsburgh,15216,107,40.4052704,-80.0302382,3.5,2056 Broadway Ave,0,wdwODzBChLIh_u8V8CPpyA,Casa Rasta,Pittsburgh,15216,630,40.4052704,-80.0302382,4.4,2056 Broadway Ave$*$ Pittsburgh$*$ PA 15216,17042554,0,1
349252,349252,a61022,b1525,Amazing Wok,Pittsburgh,15216,34,40.3948843,-80.0346894,4,2910 W Liberty Ave$*$ Ste 1,0,fjE-jiwnTQysz-rLl6YMQg,Amazing Wok,Pittsburgh,15216,539,40.394732,-80.035058,4.5,2910 W Liberty Ave$*$ Pittsburgh$*$ PA 15216,17035892,0,1
349303,349303,a70756,b1534,The Dor-Stop Restaurant,Pittsburgh,15216,296,40.396012,-80.034727,4.5,1430 Potomac Ave,0,nlVjdQq9FzdQ3bfy-8y80g,Dor-Stop Restaurant,Pittsburgh,15216,1074,40.395912,-80.034802,4.4,1430 Potomac Ave$*$ Pittsburgh$*$ PA 15216,17036340,0,1
349416,349416,a86113,b1542,Thai Spoon,Pittsburgh,15216,91,40.39532089,-80.03462219,4,1409 Potomac Ave,0,hBJ0SZwpCX5fvJPyxFy83Q,Thai Spoon,Pittsburgh,15216,553,40.3953182,-80.0346217,4.4,1409 Potomac Ave$*$ Pittsburgh$*$ PA 15216,17042623,0,1
349830,349830,a137823,b1541,SLICE on Broadway,Pittsburgh,15216,74,40.4041353,-80.0304603,4,2128 Broadway Ave,0,YhBigRwAFdRPIQxWDjZOrQ,SLICE on Broadway,Pittsburgh,15216,602,40.404713,-80.030396,4.4,2128 Broadway Avenue$*$ Pittsburgh$*$ PA 15216,17042094,0,1
349864,349864,a142182,b1539,Casa Rasta,Pittsburgh,15216,26,40.405401,-80.0301225,4.5,2102 Broadway Ave,0,iXnHrmTw-r6LNzC2MjjrWQ,Casa Rasta,Pittsburgh,15216,630,40.4052704,-80.0302382,4.4,2056 Broadway Ave$*$ Pittsburgh$*$ PA 15216,17042554,0,1
349883,349883,a61841,b1847,Frank's Kitchen,Toronto,M6G 1B3,118,43.6553108,-79.4134999,4.5,588 College Street,0,kKC7UTcHZM3zLfT97x3msg,Frank's Kitchen,Toronto,M6G 1B3,501,43.65531111,-79.41349167,4.5,588 College Street$*$ Toronto M6G 1B3,8907428,0,1
349900,349900,a135601,b1919,Steak,Edinburgh,EH1 3JT,22,55.9571631,-3.1872526,3.5,14 Picardy Place,0,t-SyfDBvDnesa8U3TGdCog,Steak,Edinburgh,EH1 3JT,64,55.957033,-3.186854,4.2,14 Picardy Place$*$ New Town$*$ Edinburgh EH1 3JT,7600921,0,1
350363,350363,a39061,b1664,Billy Barooz Bar & Grill,Champaign,61822,62,40.081317,-88.2967042,3.5,2521 Village Green Pl,0,PmVxbit6HDDsEUS-j9aDfg,Billy Barooz Pub & Grill,Champaign,61822,145,40.082159,-88.296474,3.7,2521 Village Green Pl$*$ Champaign$*$ IL 61822,17317805,0,1
350475,350475,a60626,b1690,LongHorn Steakhouse,Champaign,61822,39,40.1413941,-88.2585101,3,2101 N Prospect Ave,0,bkh5o6bCzDCovSkRYBsU1w,LongHorn Steakhouse,Champaign,61822,76,40.141253,-88.258447,3.6,2101 N. Prospect Ave$*$ Champaign$*$ IL 61822,17317933,0,1
350504,350504,a68128,b1669,Aroma Curry House,Champaign,61822,34,40.0820233,-88.2959126,3.5,2502 Village Green Pl,0,1S6eB9Ag2VMx3Ab7LHORJw,Aroma Curry House,Champaign,61822,97,40.081896,-88.295835,3.7,2502 Village Green Pl$*$ Champaign$*$ IL 61822,17317939,0,1
350943,350943,a86076,b323,New Zealand Cafe,Charlotte,28270,333,35.140625,-80.737637,4,1717 N Sardis Rd$*$ Ste 6A,0,eZDXz_RylvdD0tHEA8I0NA,New Zealand Cafe,Charlotte,28270,654,35.139858,-80.73667,4.4,1717 Sardis Road N$*$ Suite 6A$*$ Charlotte$*$ NC 28270,17147825,0,1
